,id,text,sentiment,Pred,Pred_polarity
7189,957ea445a2,Heading downtown! Drinks and dancing!!,1,0.0,0.0
7193,fa5f151155,emily is over tonight XD work experience is over. Jen I`m  going to miss seeing you like everyday,0,0.7531,1.0
7195,c29116d111,happy Star Wars day,1,0.0258,0.0
7196,bee59bb7d2,GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER,1,0.0,0.0
7198,e4ea7144ce,"morning, still trying to find a babysitter, there is a creche at the gym so might leave him there, but just know he won`t be happy",0,0.7014,1.0
7202,976cff7bac, have you watched Persepolis? Broken English is also nice for sundays,1,-0.0772,0.0
7206,2366614b4a," sooo, u just gon cheat on me and tell everybody on twitter? I don`t know if I can trust you anymore.     j/k",0,0.4404,1.0
7217,1880b5ce09, awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-),1,0.25,0.0
7219,d641e83ab0,"Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, ",0,0.4258,1.0
7234,78a2ff5167,I`m bummed that I can`t wear my sweet Nike kicks to work.,0,0.4588,1.0
7235,78bfe50327,"G*morning! Rain, rain and more rain.. ! But I don`t care so much",0,0.5837,1.0
7238,6f955b0236," - Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there",1,0.0258,0.0
7241,d1ad18e2d6,Fender is hiding under the couch ... he knows I`m getting ready to leave and he isn`t happy about it,0,0.5859,1.0
7251,32b2610c63,Don`t let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c,1,-0.0281,0.0
7253,edb8a2e0e4," It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",0,0.8872,1.0
7254,935ede61b1,Gossip girl & pizza on the way = thank you to my lil babe,1,0.2023,0.0
7273,bb7e9074d3,super bored on a friday night,0,0.4215,1.0
7278,9c4cb77ab8,"really don`t mind (too much)) sittin @ standstill, listenin 2 music, twttrg. But the gas gauge isn`t lookin healthy",0,0.4019,1.0
7280,0d2a393e52,finally home!! tomorrow is day 2 of 'Amazing'.,1,0.0,0.0
7287,679a0b5111,wow i love how we have no headache medicine in this house.,0,0.7783,1.0
7288,3d3982e6ef,_Butler I think/hope they might put an age limit on next year on the back of that  #bgt,1,0.0,0.0
7289,ea95be8d33, can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,1,0.1007,0.0
7305,ceee072314,"home from STING..crunk (of course)..long **** day N nite..also, visited my boy Rob V..all is good..happy mother`s day!!..word to yo mutha",1,-0.6351,0.0
7310,41deb82f7b,"Just finishing shooting, can u believe it, but got the job done",1,0.0,0.0
7322,dbe1ee4b3a,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,0,0.508,1.0
7325,789668fb9f, serio barroca?? parabens!!!!!!! May the 4th be with you!,1,0.0,0.0
7346,49059904f3,"Tip for today - The eagles are specials against the broncos, put your house on them",1,0.0,0.0
7349,a54d3c2825," I know   It was worth a shot, though!",1,0.2942,0.0
7355,43fc60ce13,would like a hug and a kiss from Eric. Long distances really really stink,0,0.6284,1.0
7369,404532b288," Apple`s ads aside, I`d rather have recommendations from real people who have real experience with the iPhone apps I seek.",1,0.0,0.0
7370,174fa353c1, morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****,0,0.3182,1.0
7375,7e27ad7374," we`ll be back sunday to play @ the horse, I was out last night at mex you were not  miss you",0,0.4299,1.0
7376,a5e247423b," no worries, good news are good to spread",1,0.2023,0.0
7378,32ec490f08,i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!,1,-0.8757,0.0
7386,736d32d6d5,I`m so proud of Dr. House for detoxing.  His Amber hallucination is evil!!,1,-0.38,0.0
7389,4d0e0ed8ac,Funtime was not a lot of fun!! But finally done with it,1,-0.5083,0.0
7394,4a0d92c598, mon ami since 5 years young  I loveeee her. Foreverrr,1,0.0,0.0
7404,38869d15ef,"ever been in a pointless argument with drunk mum, drunk nan and drunk mums bf while having dinner??? i have.... fun times all round  hahah",1,-0.7131,0.0
7405,693694da22,enjoying and exploring my n96 phone.. grr.. it`s awesome.. but i wanted the samsung omnia..,1,0.296,0.0
7420,83bd9bb81b,OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.,0,0.7881,1.0
7427,35f25a15ad,   me too.  it depresses me thinking about it.,1,-0.4939,0.0
7428,3a07e1cf57,playing bejewled on facebook.. **** it i want a higherscore!,0,0.3382,1.0
7429,ca9dc64e0a,"3 days left of school!  For Bryce and Tyler, that`s 3 more days of elementary",1,0.0,0.0
7430,b12a6d7892," Aha both same length, touche",1,0.0,0.0
7439,ba29204d45,dude I have 2 more hours  and I`m all done with my work,1,0.0,0.0
7442,7c5ecbea34, Hahaha I miss Bradddd and all of the guys and KEITH.,0,0.4588,1.0
7446,cbb9d08353," or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",1,0.1027,0.0
7452,bc441d9460,My lesson is finally done for tomorrow morning. I am looking forward to speaking to the high schoolers on dating.,1,0.0,0.0
7456,d193c6f3c0,"'Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions' But I luv r little chats J, dont leave me",1,-0.2621,0.0
7464,bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,0,0.3612,1.0
7472,78130aa4fc,aw now where`s that little asian girl who runs round pooping her pants in public? i miss laughing at her.,0,0.3818,1.0
7475,10723ad0d7,Packing  I don`t like it..,0,0.3612,1.0
7479,05a1b09ce9,Booo my best friend is leavin for the weekend. What ever will I do without her??,0,0.8299,1.0
7484,4234150169," HAHA Amen! Im sooo **** hungry... And I hate knowing my weekends gonna be ****, when its supposed to be great",0,0.6625,1.0
7490,f6c8242722,you are so right! ,1,0.0,0.0
7491,e3da651d2d,so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,1,0.2815,0.0
7499,a3e31054d0,"****, nearly forgot my PIN  I shouldn`t try to learn anything new in the future lest it push out more vital information.",0,0.3597,1.0
7509,d7ee4047b7, wishing you were here too babe.. we`d have a ball,1,0.2263,0.0
7513,cea5b3f191,Best friend is leaving to go back to school today..I am so sad,0,0.5281,1.0
7519,d2aacbc517,Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,1,0.2023,0.0
7520,8d85d53e36,can`t be arsed to get out of bed  hello sunshine,0,0.4939,1.0
7523,aea00d01f6, i`m not being mean,1,0.0,0.0
7527,2a9a4e43cc, **left off the 'again' in the title...whoops!,1,0.0,0.0
7530,7b033330b9," dont be gloomy...go out and get urself ice-cream.or gin,whichever",1,0.0,0.0
7534,7d06bb40bd,"it`s raining here  i`m stuck inside working today so i`d probably be peed off if it was sunny outside, i`m now ok with the rain",0,0.4588,1.0
7539,ecf151daa5,"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don`t feel well! Hope it goes FAST",0,0.3948,1.0
7574,d632528038,just helping myself to some caramel digestives,1,0.296,0.0
7588,d71ce50ae9,TGIF Resto here at home is dayuummm expensive!,0,0.6514,1.0
7597,a11da2d3bf,"Playin City of Villains, wishin my buddies were playin with me.....",1,-0.6597,0.0
7617,778184dff1, lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke,0,0.6868,1.0
7620,ced4773caa,Manchester was wayyyyy to busy!  so warm today also! :`(,0,0.4723,1.0
7629,c370adb544, I could but won`t get here in time before my Vegas trip  So I`ll still look like a noob there~,0,0.4497,1.0
7634,2db14f826e,Writing this paper is a lot harder then i thought . LOL,0,0.5473,1.0
7638,2427fdda4d,"  I wasn`t tryin to call you out, I just remember my dad ALWAYS had my **** late. He never got in trouble, I did.",0,0.3089,1.0
7640,1d854b9456,Aww Holly Steel ... Dont cry,0,0.3724,1.0
7642,07a3c001a2,Another interview... Please somebody hire me?! But I`m late,0,0.3802,1.0
7643,17771636f8, It`s your inherent humility,1,0.0,0.0
7645,fcda550d6b,10-Year-Old Girl Battles Rare Breast Cancer  http://bit.ly/JPe9c,1,-0.7906,0.0
7650,9454038067,"You want ittt, you got ittt!",1,0.1511,0.0
7668,49d6a06d0c,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,0,0.4404,1.0
7670,f4c50d4552,"PKU meeting in London, ON all day today.  One of my favorite PKUers Jessie not there.   He has PKU and Leukemia and was in the hospital.",0,0.4588,1.0
7672,7f63c04f61,GIVE A HATER A Hug ? Why would you do that? I don`t like mwean people,0,0.3457,1.0
7674,332bfa3f32, ****! I wish I were going! Found out too late to get wranglers for my kids and .  I miss #mountainjam every year!,0,0.4545,1.0
7697,932a24c498, No worries..  Going to ABP right now. Want something?,1,-0.2263,0.0
7698,7df7221145,  that`s why I need to be there...To represent the Blackberries,1,0.0,0.0
7701,40391be525,I`m way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,1,-0.3147,0.0
7707,3e2b46598a,is hoping that she left her bb at home and didn`t lose it on the Metro,1,0.0258,0.0
7708,ab2d0091a6,"@_katieedwards I can`t yet back, I`ve run out of texts!  I`ll ring you laters xoxo",0,0.6476,1.0
7711,6ee93c53ad,Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,1,0.0,0.0
7728,205bdc80c9,I am dying to hangout on a Friday afternoon...,1,0.0,0.0
7729,813d073693,instant-messaging with two of my favourite conversation guys,1,0.0,0.0
7743,866e5d8443,Two words: hot pockets. Most delcious food ever created,1,0.25,0.0
7748,8d4e4f5d07,_E Aw. well im sorry you don`t like July for those reasons,0,0.5106,1.0
7756,e317a7b29d,"Coldstone with kayla and some fat guys, but she is all that matters",1,0.0387,0.0
7757,887ad215a3,my stomach feels like it`s touching the ground..i`m SO full,0,0.3612,1.0
7762,7686240160," OMG, I get the $50 coupon from them all the time, do you?? I`m obsessed with their catalog when it comes in the mail",1,-0.264,0.0
7763,1789d4f95b,now i dont feel so good,0,0.5777,1.0
7776,56d8b56feb,"Everyone going to the hometown show is excited they get to go on Thames Street. I`M GONNA SEE THE ORIGINAL THAMES RIVER, ****. ohhhh.",0,0.6633,1.0
7782,57ea442d4d, **** i wanna see the rest!! i only saw like 30 minutes,0,0.4738,1.0
7787,f5af158d52," eesh, sorry to hear that. That isn`t going to make travel to Michigan very fun.",0,0.5095,1.0
7794,4f4c4fc327," I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang  #agile #ccnet",0,0.3818,1.0
7804,a2f6c5cca9,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that",0,0.5106,1.0
7810,3661ef2811,didn`t make it out to shop.......      there is always tomorrow.,1,0.0,0.0
7812,07593d8cba,"Yo! Its moms day today, so do it big for mom dukes  and behave!",1,0.0,0.0
7829,f2593156e3,"just woke up, no school today, we are free",1,0.2732,0.0
7832,182a1c6ffd,"  we are at FOrt Belvoir, on base.  Hubs is stationed at the pentagon.  I cant wait for pug pups!!  I just looooove mine!",1,0.0,0.0
7833,7571720779,http://twitpic.com/4wua7 - I can`t wait to see them!,1,0.0,0.0
7859,c70c228685,They just admitted my grandma to the hospital... Shes my only last one  please pray for her,0,0.6124,1.0
7862,9acb99731a,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,1,-0.2942,0.0
7868,eebfa4d683,Even ARNOLD couldn`t save the parks  http://bit.ly/WSM5J  - How is this providing jobs?,0,0.4939,1.0
7877,2cab9f3a6c,_Lovato Never been better thanks  what are you up to?,1,-0.5875,0.0
7881,a8c2579b73,Celebrating the fact that Norwich City got relegated yesterday.  Seems like myself and the awfully nice Mr Fry are football rivals!,0,0.862,1.0
7893,eb126f5500,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,0,0.717,1.0
7901,abb52e9f44,Gudluck to   !!,1,0.0,0.0
7903,d2a21b3cb7," many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",0,0.7983,1.0
7913,249ef8156a,Mothers day isnt until the 31th here in sweden.But thnx for the pm`s,1,0.0,0.0
7919,235e9a1055,Just reached my Cellgroup leader`s house and he is surprised that I`m dry. Haha.  - http://tweet.sg,0,0.6486,1.0
7943,9a0c9c8338,Looks like no diamond ball for me,0,0.4019,1.0
7948,d4f27a0788,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,0,0.836,1.0
7950,483c22f7ea," Lmao, when I was camping, the water in the shower was well water and just smelt nasty",0,0.34,1.0
7956,c2a63b0883,  psst new blog up.. comments me likey,1,0.0,0.0
7961,b30b458b91,"wanna b marie antoinette, cos she had perfect hairdo, fab clothes, n tons of macarons.  Crappy day",0,0.4767,1.0
7967,ca333e378d,I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,0,0.7248,1.0
7971,13e6733851,Beautiful sunshine when I woke up  but litterally 2 minutes later it starts to rain! I must be cursed.,0,0.5916,1.0
7981,258742b130,"AAAAARRRRGGGHHH! there is a huge spider in the towel pile, *cries* glad Kerbear isn`t here  sorry mum cant bring the rest in",0,0.6476,1.0
7999,256c22835a,"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",0,0.34,1.0
8004,23186e73f2, have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it,0,0.8516,1.0
8013,c5ab886df0, daaammmnnnnn I do wish I was there.,0,0.4019,1.0
8020,23bab748bf, the script are amaaazing! Rusty halo and i`m yours are my favourites,1,0.0,0.0
8032,36a699ffeb,The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,1,0.0,0.0
8035,e4740a831d, Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!,1,0.0,0.0
8051,1be36af355,Back at the vet and it isn`t good,0,0.4404,1.0
8052,6d33d3e007," Okay, no more driving.  I know... I know... you are correct to say that.",1,-0.0772,0.0
8054,369f2d32ea, it`s definitely worth it; art not withstanding  I hate moving; and hate packing even more..,0,0.8623,1.0
8066,c50f940f43, don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,0,0.6705,1.0
8067,6dba3a987e,Hav fun at heav y Metal happy hour you guys! In the future  accadentally sets it on fire while smoking with ,0,0.7088,1.0
8071,d386540562,Cannot wait to get all dolled up and go out tonight,1,0.0,0.0
8076,51b8abfcdd,I have trouble with Starship troopers. They`re mean to the great big pink bug.,0,0.34,1.0
8091,28f354fce1,Music soothes the soul...,1,0.0,0.0
8094,e6baae0e16, nope- dnt have wireless ne more  HATERS!!!! Ugh... Save me a copy so I can watch it...,0,0.684,1.0
8095,e4c90cafae," I`m mo nudge you again, better watch out!",0,0.4926,1.0
8099,ec895c12a3,goooooood morning!,1,0.0,0.0
8111,58157d32d3,call me einstein. got math test results: A-  hell yesss,1,-0.6808,0.0
8126,9be30ea62e,Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,0,0.8835,1.0
8129,573f73867d,I miss the old healthy me and I am loosing faith that I ever will be again,0,0.5994,1.0
8134,eea5fada1c," They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",1,-0.4341,0.0
8140,5bfc188fd2, well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,1,0.2996,0.0
8149,e822e3ead5,Happy Mother`s Day to every mommy out there,0,0.5719,1.0
8152,e595755787,ughhhhhhhh i don`t feel good,0,0.4404,1.0
8156,e301efe3ee,I actually drove in today - no incidents to report  to quote Ice Cube - Today was a good day,1,0.1779,0.0
8161,989f65a4aa,ah remember the days when you`d sleep in until noon? well guess who did that today? god i feel like a loser,0,0.3939,1.0
8163,f3a805366c,**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room,0,0.34,1.0
8177,839c17b593,_22 ok so I`m having a complete insomniac moment. It`s 6am(almost) and I`m STILL awake. I hate when I can`t stop thinking!  mornin!,1,-0.6467,0.0
8182,0414afb09b,  boo. I used to live in upland... Have funnnn,1,0.0,0.0
8185,a482681447, you can do it,1,0.0,0.0
8191,c501e02cab, I know what appeals to you with knitting! Believe me I KNOW!,1,0.0,0.0
8202,dede63b336," Yes, I`m the only stupid girl of my kind!!",0,0.508,1.0
8204,47aec7e3be,omg   i found it  thnx,1,0.0,0.0
8207,0b87e5c566," I`m not going, sadly.  Maybe next year, eh?",0,0.3252,1.0
8210,dbc8ab6a8c, g`mornin,1,0.0,0.0
8213,9c56dcbab3,I wish I had company,0,0.4019,1.0
8222,2dec83989c, nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,0,0.6588,1.0
8233,16e4be5a1e,its too early to be up! wishes i could sleep in today,1,0.2244,0.0
8237,515216acff, awww Mary I wish I could come but I`m going away 2morrow,1,0.2144,0.0
8257,4bc2de8a68,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,0,0.7104,1.0
8258,4915c34def, : heheÃ¯Â¿Â½I bet you have never looked back!  3 weeks is a long school trip!,1,0.0,0.0
8261,9747934d2f, Taking the souls of your friends and family and watching them die is a nightmare. Trust me,0,0.3612,1.0
8267,4acd2d7380,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",0,0.34,1.0
8272,ced5c302f5,listening to jubey snoring on the phone  hehe goodnight,1,0.0,0.0
8282,3d9d4b0b55,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more",0,0.6124,1.0
8297,c8e545b3d0," but ... but it`s michael bay ...*sigh* i`m sorry, love - didn`t know you felt that way about it   XD",0,0.928,1.0
8305,4c1733246f, hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,1,0.2263,0.0
8315,eeb79d703e,Nobody does it better than www.traveljunky.com Not even half as good   ? http://blip.fm/~5jv7j,0,0.7003,1.0
8321,b8a8d1b9c4," Weird, suddenly blogtalkradio is giving me a domain not found error.  I was just on it 5 minutes ago!",0,0.5023,1.0
8323,3c454386f3,Honestly at home alone,1,0.25,0.0
8325,71a60b0d75," yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",0,0.8779,1.0
8331,3d0c74e523,#asylm yay registered but lost all my friends,0,0.5267,1.0
8332,bb8ed3dcfb,I always want to be perfect. ThatÃ¯Â¿Â½s so hard cause I even know that itÃ¯Â¿Â½s impossible. ...,0,0.5118,1.0
8334,b90f7c7c97,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,0,0.6705,1.0
8342,eafe0ad2ff,a trending topic: HAPPY STAR WARS DAY,1,0.0258,0.0
8354,743a6b1df0," I know, right?!? I have such a lead foot",1,0.0,0.0
8356,f4df0a8b35,Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,0,0.4767,1.0
8370,52fc580b72,"burning cd`s,,,,,,,,, **** outa blank disc`s",1,0.0,0.0
8379,72f8d5e864," well doesn`t that look fab, even if I do say so myself!",0,0.6588,1.0
8387,5a81ad5f0d," have a good day girl, ill call you later",1,0.0258,0.0
8388,928344e89d,"got to final table, but....went out third.  Don`t think I`ll be getting my free seat",0,0.5106,1.0
8401,c6bf44e881," Alas, the best I can offer is a small pony and a rowing boat",0,0.4767,1.0
8406,8def10379e, Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!,0,0.7299,1.0
8410,c76ef2a7e5,I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,1,-0.4497,0.0
8423,598999fc4a,I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.,0,0.6369,1.0
8425,04bbce0abc,I came home thinking that maybe there was something good to eat. Apparently not.,0,0.4404,1.0
8428,84d6e21c3f, but it`s fun when they blatantly ignore the advice,1,0.296,0.0
8445,46b6cb4986,I don`t want to work tomorrow. I don`t feel good. Haven`t felt good in 4 days =/ My body needs rest but my mind won`t slow down!,0,0.3903,1.0
8447,4efc7222ad,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,0,0.4003,1.0
8453,515f4c5c4a, Goodnight!!!!!!,1,0.0,0.0
8460,9282c2a9e4,"_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify",0,0.6369,1.0
8462,1ba2e48c3c," it was a lonely battle, my friend, but you fought valiantly!",1,-0.5707,0.0
8468,fba6bf905d,Waking Up In Vegas is goooooooooooooooooooooooood,1,0.0,0.0
8491,6d9423af3e, anything  bookmark - keychain - surprise me,1,0.2732,0.0
8493,6f606e6a00, don`t worry  just sleep.,1,-0.4404,0.0
8494,c7d2a2e3ad,http://twitpic.com/4jeij - New forest hoping the walk would lose me some pounds,1,0.0258,0.0
8497,9d9f984b7d, so i feel like **** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late,0,0.8026,1.0
8500,f2e1061044,wooo...my luck is done,0,0.4588,1.0
8504,7359af6ab7, aw. wasn`**** sad?! give ginger a little pat on the head for me!  mwah!,0,0.6571,1.0
8507,bffef1f686,Lying in bed with my most favorit girl in the world. happy mommys day to me.,1,0.0772,0.0
8534,11aa4945ff, http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,1,0.2144,0.0
8537,562deae4f8, goodnight baby loll jk night,1,0.2263,0.0
8539,78099bff95,"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!",1,-0.4003,0.0
8540,5469d43a8c, *hugs back* me too,1,0.0,0.0
8544,ed50c7c8e4,I wish the sun would come out...I guess it doesn`t matter since I`m at work and can`t enjoy it anyways,0,0.7184,1.0
8546,85de46096a, Stress-free is the way to be,1,0.0,0.0
8550,b0cce5a6b8,"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it",0,0.6124,1.0
8554,dc6849db5b,I want a Monte Cristo sandwich sooo... BAd!!!,1,-0.6219,0.0
8555,bf0bbdcee6, Same to your mom too pril,1,0.0,0.0
8556,f17e31d096,getting ready for work. boohoohoo i dont wanna go to work!,0,0.4199,1.0
8557,537e80f0ba, OMG its working,1,0.0,0.0
8560,98949b1fd7,yeah its Friday! I thought my sis was coming into town turns out she is not!!  so sad! i miss my babies!!!,0,0.8037,1.0
8562,e182fdf4a2,MAY THE 4TH BE WITH YOU. Happy Star Wars Day,1,0.0258,0.0
8564,4ba7c470aa," hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",0,0.5267,1.0
8569,4f8932c7f9,favorite shirt ruined:death by bleach  #fb,0,0.4588,1.0
8572,575735ea79,There`s a spider in my room. Save me...,0,0.4939,1.0
8583,1fa78f1d03, sorry change of plans for me   :`( revision for monday exam in a park with one of my friends,0,0.4215,1.0
8586,35757a7bb2, How could you go to Cali without me??? I`m sad.,0,0.4756,1.0
8594,fa107f1cf6," But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o",0,0.3276,1.0
8602,bd499c0bf7,Succesfully following Tayla!!,1,0.0,0.0
8603,668e026593,"Just spoke to Keith Urban`s record company, we can`t get him on the show till we`re back from holidays  sorry Jack, we`re trying mate!",0,0.3802,1.0
8615,b2706f07b8," **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",1,0.2263,0.0
8620,ebdf4604ab, They have a list of 50 state parks here in PA that are under consideration for closing. Nice ones too.,0,0.4215,1.0
8628,aae1dd4b2f,FINALLY GOT THE BIKE I WANTED!,1,0.0,0.0
8644,92934cab04," Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",1,-0.0258,0.0
8676,00b7a60703,Wish I had a laptop charger so I could tweet faster,0,0.4019,1.0
8685,d89d152ce4,goodnight to all,1,0.0,0.0
8687,c3a3d2b1ec, I would totally take you to prom...if i hadnt already gone  sorry lol,0,0.4628,1.0
8707,d0dcbd4559,  I don`t think I like this Roy Williams who dissects frogs while still alive >  You look like Chachi from Happy Days,0,0.8834,1.0
8712,e0361a33f0,"my littelist fish, udon, is dearly departed",0,0.4215,1.0
8723,80279a9e74, it`s trashy and sensationalist...so yes,0,0.4019,1.0
8726,42112edf95,just chilling out in my room on the computer,1,-0.0258,0.0
8728,7a2be11b18,Date Like A Man So You Dont Get Played Like A ****,0,0.4523,1.0
8730,df338779f1,i dont think i have ever laughed so hard,1,0.2809,0.0
8731,5370fe7ef6,is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,0,0.3284,1.0
8734,5f02ce3627," yeah, that doesn`t sound very good",0,0.659,1.0
8738,dfeabfe450, i honestly hope the theatre gets hit by a meteor before you get there,0,0.7096,1.0
8747,22f2a72954,I sure do wish my mind could enter that box called 'nothing' that men have.  My brain just won`t go there... and it`s exhausting.,0,0.3612,1.0
8750,23602f214f,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",0,0.561,1.0
8761,23973dbda1,"Great, just great. #Cookoutofthecentury and my wife`s tummy hurts. Just. Great.",0,0.8807,1.0
8763,77b1f297a3,"  thx, I was aware,  2 day festival -multi bands - but GA I can`t do any more.  Must wait for a sit down concert",0,0.431,1.0
8764,df25be8dd2, & i are lucas till & david henrie lovers. both boys are very cute  but  you can have lucas & ill have henrie  DEAL,1,-0.0909,0.0
8765,b11db0e032," Excellent, he will never know, lmao.",1,0.1416,0.0
8767,6c2ac7dbcb, congradts on ur show  Even tho i wasnt there lol,1,-0.3252,0.0
